RID	GLOSS	DOCULECT	LANGUAGE_NAME	CONCEPTICON_GLOSS	CONCEPTICON_ID	VALUE	FORM	SOURCE
34	branch	BichomBugun	Bugun	BRANCH	1531	edəphou	ed+əpʰ+u	Abraham
34	branch	SingchungBugun	Bugun	BRANCH	1531	edəphou	ed+əpʰ+u	Abraham
34	branch	KaspiBugun	Bugun	BRANCH	1531	edəphou	ed+əpʰ+u	Abraham
34	branch	NamphriBugun	Bugun	BRANCH	1531	edəphou	ed+əpʰ+u	Abraham
47	cloud	WanghoBugun	Bugun	CLOUD	1489	skəmou	skəmou	Abraham
47	cloud	BichomBugun	Bugun	CLOUD	1489	tʃakamaŋ; sĕkmou	tʃ+akama+ŋ	Abraham
47	cloud	SingchungBugun	Bugun	CLOUD	1489	skəmou	skəmou	Abraham
47	cloud	KaspiBugun	Bugun	CLOUD	1489	tʃakamaŋ	tʃ+akama+ŋ	Abraham
47	cloud	NamphriBugun	Bugun	CLOUD	1489	tʃakamaŋ	tʃ+akama+ŋ	Abraham
50	cold	WanghoBugun	Bugun	COLD	1287	etʃai	etʃai	Abraham
50	cold	BichomBugun	Bugun	COLD	1287	etʃai	etʃai	Abraham
50	cold	SingchungBugun	Bugun	COLD	1287	etʃai	etʃai	Abraham
50	cold	KaspiBugun	Bugun	COLD	1287	tʃui	tʃui	Abraham
50	cold	NamphriBugun	Bugun	COLD	1287	etʃui	e+t+ʃui	Abraham
55	daughter	WanghoBugun	Bugun	DAUGHTER	1357	dimi	dimi	Abraham
55	daughter	BichomBugun	Bugun	DAUGHTER	1357	dimi; satəi	dimi	Abraham
55	daughter	SingchungBugun	Bugun	DAUGHTER	1357	dimi	dimi	Abraham
55	daughter	KaspiBugun	Bugun	DAUGHTER	1357	dəmi	dəmi	Abraham
55	daughter	NamphriBugun	Bugun	DAUGHTER	1357	dimi	dimi	Abraham
60	dog	WanghoBugun	Bugun	DOG	2009	tʃai	tʃai	Abraham
60	dog	BichomBugun	Bugun	DOG	2009	tʃoi	tʃoi	Abraham
60	dog	SingchungBugun	Bugun	DOG	2009	tʃi	tʃi	Abraham
60	dog	KaspiBugun	Bugun	DOG	2009	tʃoi	tʃoi	Abraham
60	dog	NamphriBugun	Bugun	DOG	2009	tʃoi	tʃoi	Abraham
62	dry	WanghoBugun	Bugun	DRY	1398	ekau	ekau	Abraham
62	dry	BichomBugun	Bugun	DRY	1398	egau	egau	Abraham
62	dry	SingchungBugun	Bugun	DRY	1398	egau	egau	Abraham
62	dry	KaspiBugun	Bugun	DRY	1398	gou	gou	Abraham
62	dry	NamphriBugun	Bugun	DRY	1398	nəgou	n+əg+u	Abraham
64	dust	WanghoBugun	Bugun	DUST	2	ɲijaphəla	ɲijapʰəla	Abraham
64	dust	BichomBugun	Bugun	DUST	2	ɲijaphəla	ɲijapʰəla	Abraham
64	dust	SingchungBugun	Bugun	DUST	2	ɲijaphəla	ɲijapʰəla	Abraham
64	dust	KaspiBugun	Bugun	DUST	2	ɲijaphəla	ɲijapʰəla	Abraham
64	dust	NamphriBugun	Bugun	DUST	2	ɲijaphəlap	ɲijapʰəlap	Abraham
65	ear	WanghoBugun	Bugun	EAR	1247	khõ	khõ	Abraham
65	ear	BichomBugun	Bugun	EAR	1247	khõ	khõ	Abraham
65	ear	SingchungBugun	Bugun	EAR	1247	khõ	khõ	Abraham
65	ear	KaspiBugun	Bugun	EAR	1247	khõ	khõ	Abraham
65	ear	NamphriBugun	Bugun	EAR	1247	khõ	khõ	Abraham
66	egg	WanghoBugun	Bugun	EGG	744	khere	kʰere	Abraham
66	egg	BichomBugun	Bugun	EGG	744	eri	eri	Abraham
66	egg	SingchungBugun	Bugun	EGG	744	khere	kʰere	Abraham
66	egg	KaspiBugun	Bugun	EGG	744	khere	kʰere	Abraham
66	egg	NamphriBugun	Bugun	EGG	744	khere	kʰere	Abraham
68	eight	WanghoBugun	Bugun	EIGHT	1705	milija	m+il+ija	Abraham
68	eight	BichomBugun	Bugun	EIGHT	1705	milija	m+il+ija	Abraham
68	eight	SingchungBugun	Bugun	EIGHT	1705	milija	m+il+ija	Abraham
68	eight	KaspiBugun	Bugun	EIGHT	1705	milija	m+il+ija	Abraham
68	eight	NamphriBugun	Bugun	EIGHT	1705	məlau	məlau	Abraham
76	eye	WanghoBugun	Bugun	EYE	1248	mijak	mijak	Abraham
76	eye	BichomBugun	Bugun	EYE	1248	mijak	mijak	Abraham
76	eye	SingchungBugun	Bugun	EYE	1248	mijak	mijak	Abraham
76	eye	KaspiBugun	Bugun	EYE	1248	mije	mije	Abraham
76	eye	NamphriBugun	Bugun	EYE	1248	mijak	mijak	Abraham
78	far	WanghoBugun	Bugun	FAR	1406	ruaŋ	ru/waŋ	Abraham
78	far	BichomBugun	Bugun	FAR	1406	ruaŋ	ru/waŋ	Abraham
78	far	SingchungBugun	Bugun	FAR	1406	ruaŋ	ru/waŋ	Abraham
78	far	KaspiBugun	Bugun	FAR	1406	ruwaŋ	ruwaŋ	Abraham
78	far	NamphriBugun	Bugun	FAR	1406	ruaŋ	ru/waŋ	Abraham
82	father	WanghoBugun	Bugun	FATHER	1217	aphua	apʰu/wa	Abraham
82	father	BichomBugun	Bugun	FATHER	1217	aphua	apʰu/wa	Abraham
82	father	SingchungBugun	Bugun	FATHER	1217	aphua	apʰu/wa	Abraham
82	father	KaspiBugun	Bugun	FATHER	1217	ap; aphu	apʰu	Abraham
82	father	NamphriBugun	Bugun	FATHER	1217	aphua	apʰu/wa	Abraham
85	fingernail	WanghoBugun	Bugun	CLAW OR NAIL	2128	pətʃijat	p+ə+tʃijat	Abraham
85	fingernail	BichomBugun	Bugun	CLAW OR NAIL	2128	bəsen	bəsen	Abraham
85	fingernail	SingchungBugun	Bugun	CLAW OR NAIL	2128	bəsen	bəsen	Abraham
85	fingernail	KaspiBugun	Bugun	CLAW OR NAIL	2128	pə̆sen	pə�sen	Abraham
85	fingernail	NamphriBugun	Bugun	CLAW OR NAIL	2128	pəʃen	pəʃen	Abraham
86	fire	WanghoBugun	Bugun	FIRE	221	boe	boe	Abraham
86	fire	BichomBugun	Bugun	FIRE	221	boe	boe	Abraham
86	fire	SingchungBugun	Bugun	FIRE	221	boe	boe	Abraham
86	fire	KaspiBugun	Bugun	FIRE	221	bai	bai	Abraham
86	fire	NamphriBugun	Bugun	FIRE	221	boe	boe	Abraham
87	fish	WanghoBugun	Bugun	FISH	227	ũa	ũa	Abraham
87	fish	BichomBugun	Bugun	FISH	227	uŋa	uŋa	Abraham
87	fish	SingchungBugun	Bugun	FISH	227	ũa	ũa	Abraham
87	fish	KaspiBugun	Bugun	FISH	227	ũa	ũa	Abraham
87	fish	NamphriBugun	Bugun	FISH	227	uŋə̃	uŋə̃	Abraham
88	five	WanghoBugun	Bugun	FIVE	493	kuwa	kuwa	Abraham
88	five	BichomBugun	Bugun	FIVE	493	guwe	guwe	Abraham
88	five	SingchungBugun	Bugun	FIVE	493	guwa	guwa	Abraham
88	five	KaspiBugun	Bugun	FIVE	493	uwe	uwe	Abraham
88	five	NamphriBugun	Bugun	FIVE	493	gu	gu	Abraham
89	flower	WanghoBugun	Bugun	FLOWER	239	ebũa	ebũa	Abraham
89	flower	BichomBugun	Bugun	FLOWER	239	bua; ebua	bua	Abraham
89	flower	SingchungBugun	Bugun	FLOWER	239	ebũa	ebũa	Abraham
89	flower	KaspiBugun	Bugun	FLOWER	239	humbua	humbu/wa	Abraham
89	flower	NamphriBugun	Bugun	FLOWER	239	ɲinbua	ɲinbu/wa	Abraham
91	foot	WanghoBugun	Bugun	FOOT	1301	lue	lue	Abraham
91	foot	BichomBugun	Bugun	FOOT	1301	lei; lue	lei	Abraham
91	foot	SingchungBugun	Bugun	FOOT	1301	loe	loe	Abraham
91	foot	KaspiBugun	Bugun	FOOT	1301	lai	lai	Abraham
91	foot	NamphriBugun	Bugun	FOOT	1301	lai	lai	Abraham
92	four	WanghoBugun	Bugun	FOUR	1500	ri	ri	Abraham
92	four	BichomBugun	Bugun	FOUR	1500	vi	vi	Abraham
92	four	SingchungBugun	Bugun	FOUR	1500	vi	vi	Abraham
92	four	KaspiBugun	Bugun	FOUR	1500	vi	vi	Abraham
92	four	NamphriBugun	Bugun	FOUR	1500	vi	vi	Abraham
94	frog	WanghoBugun	Bugun	FROG	503	rap	rap	Abraham
94	frog	BichomBugun	Bugun	FROG	503	rak; rap	rak	Abraham
94	frog	SingchungBugun	Bugun	FROG	503	rak	rak	Abraham
94	frog	KaspiBugun	Bugun	FROG	503	rutʃua	rutʃu/wa	Abraham
94	frog	NamphriBugun	Bugun	FROG	503	ɹusua	ɹusu/wa	Abraham
95	fruit	WanghoBugun	Bugun	FRUIT	1507	evoi	evoi	Abraham
95	fruit	BichomBugun	Bugun	FRUIT	1507	evoi	evoi	Abraham
95	fruit	SingchungBugun	Bugun	FRUIT	1507	evoi	evoi	Abraham
95	fruit	KaspiBugun	Bugun	FRUIT	1507	voi	voi	Abraham
95	fruit	NamphriBugun	Bugun	FRUIT	1507	evoi	evoi	Abraham
96	full	WanghoBugun	Bugun	FULL	1429	elija	elija	Abraham
96	full	BichomBugun	Bugun	FULL	1429	lei	lei	Abraham
96	full	SingchungBugun	Bugun	FULL	1429	lija	lija	Abraham
96	full	KaspiBugun	Bugun	FULL	1429	lei	lei	Abraham
96	full	NamphriBugun	Bugun	FULL	1429	elei	elei	Abraham
98	goat	WanghoBugun	Bugun	GOAT	1502	spin	spin	Abraham
98	goat	BichomBugun	Bugun	GOAT	1502	spin	spin	Abraham
98	goat	SingchungBugun	Bugun	GOAT	1502	spin	spin	Abraham
98	goat	KaspiBugun	Bugun	GOAT	1502	spin	spin	Abraham
98	goat	NamphriBugun	Bugun	GOAT	1502	spin	spin	Abraham
100	good	WanghoBugun	Bugun	GOOD	1035	vije	vije	Abraham
100	good	BichomBugun	Bugun	GOOD	1035	vije	vije	Abraham
100	good	SingchungBugun	Bugun	GOOD	1035	vije	vije	Abraham
100	good	KaspiBugun	Bugun	GOOD	1035	vije	vije	Abraham
100	good	NamphriBugun	Bugun	GOOD	1035	vije	vije	Abraham
101	green	WanghoBugun	Bugun	GREEN	1425	erije	e+r+ije	Abraham
101	green	BichomBugun	Bugun	GREEN	1425	ere; re	ere	Abraham
101	green	SingchungBugun	Bugun	GREEN	1425	erije	e+r+ije	Abraham
101	green	KaspiBugun	Bugun	GREEN	1425	ere; re	ere	Abraham
101	green	NamphriBugun	Bugun	GREEN	1425	ere	ere	Abraham
102	hair	WanghoBugun	Bugun	HAIR	1040	khazijau	kʰazijau	Abraham
102	hair	BichomBugun	Bugun	HAIR	1040	khazijaŋ	kʰazijaŋ	Abraham
102	hair	SingchungBugun	Bugun	HAIR	1040	khazijaŋ	kʰazijaŋ	Abraham
102	hair	KaspiBugun	Bugun	HAIR	1040	khazijaŋ	kʰazijaŋ	Abraham
102	hair	NamphriBugun	Bugun	HAIR	1040	khazijaŋ	kʰazijaŋ	Abraham
104	hand	WanghoBugun	Bugun	HAND	1277	wat	wat	Abraham
104	hand	BichomBugun	Bugun	HAND	1277	wat	wat	Abraham
104	hand	SingchungBugun	Bugun	HAND	1277	wat	wat	Abraham
104	hand	KaspiBugun	Bugun	HAND	1277	wat	wat	Abraham
104	hand	NamphriBugun	Bugun	HAND	1277	wat	wat	Abraham
105	head	WanghoBugun	Bugun	HEAD	1256	kijatuŋ	kijatuŋ	Abraham
105	head	BichomBugun	Bugun	HEAD	1256	khɾuk	kʰ�uk	Abraham
105	head	SingchungBugun	Bugun	HEAD	1256	khɾuk	kʰ�uk	Abraham
105	head	KaspiBugun	Bugun	HEAD	1256	khɾuk	kʰ�uk	Abraham
105	head	NamphriBugun	Bugun	HEAD	1256	khɾuk	kʰ�uk	Abraham
106	heart (organ)	WanghoBugun	Bugun	HEART	1223	eləbau	eləbau	Abraham
106	heart (organ)	BichomBugun	Bugun	HEART	1223	eləbau	eləbau	Abraham
106	heart (organ)	SingchungBugun	Bugun	HEART	1223	eləbau	eləbau	Abraham
106	heart (organ)	KaspiBugun	Bugun	HEART	1223	ləbuʔ	ləbuʔ	Abraham
106	heart (organ)	NamphriBugun	Bugun	HEART	1223	ləbəu	ləbəu	Abraham
107	heavy	WanghoBugun	Bugun	HEAVY	1210	elai	elai	Abraham
107	heavy	BichomBugun	Bugun	HEAVY	1210	lai	lai	Abraham
107	heavy	SingchungBugun	Bugun	HEAVY	1210	lai	lai	Abraham
107	heavy	KaspiBugun	Bugun	HEAVY	1210	lai	lai	Abraham
107	heavy	NamphriBugun	Bugun	HEAVY	1210	elai	elai	Abraham
108	horn (ofbuffalo)	WanghoBugun	Bugun	HORN (ANATOMY)	1393	erijok	erijok	Abraham
108	horn (ofbuffalo)	BichomBugun	Bugun	HORN (ANATOMY)	1393	erijaŋ	erijaŋ	Abraham
108	horn (ofbuffalo)	SingchungBugun	Bugun	HORN (ANATOMY)	1393	erijaŋ	erijaŋ	Abraham
108	horn (ofbuffalo)	KaspiBugun	Bugun	HORN (ANATOMY)	1393	erijaŋ	erijaŋ	Abraham
108	horn (ofbuffalo)	NamphriBugun	Bugun	HORN (ANATOMY)	1393	erijaŋ	erijaŋ	Abraham
109	hot	WanghoBugun	Bugun	HOT	1286	etʃek; eluŋ	etʃek	Abraham
109	hot	BichomBugun	Bugun	HOT	1286	tʃep	tʃep	Abraham
109	hot	SingchungBugun	Bugun	HOT	1286	etʃek	etʃek	Abraham
109	hot	KaspiBugun	Bugun	HOT	1286	etʃek	etʃek	Abraham
109	hot	NamphriBugun	Bugun	HOT	1286	lua	lua	Abraham
110	house	WanghoBugun	Bugun	HOUSE	1252	hõ	hõ	Abraham
110	house	BichomBugun	Bugun	HOUSE	1252	hõ	hõ	Abraham
110	house	SingchungBugun	Bugun	HOUSE	1252	hõ	hõ	Abraham
110	house	KaspiBugun	Bugun	HOUSE	1252	hõ	hõ	Abraham
110	house	NamphriBugun	Bugun	HOUSE	1252	hõ	hõ	Abraham
113	hundred	WanghoBugun	Bugun	HUNDRED	1634	vijamtʃa	vija+m+tʃa	Abraham
113	hundred	BichomBugun	Bugun	HUNDRED	1634	vijaŋdʒa	vijaŋdʒa	Abraham
113	hundred	SingchungBugun	Bugun	HUNDRED	1634	vem	vem	Abraham
113	hundred	KaspiBugun	Bugun	HUNDRED	1634	vindʒe	vindʒe	Abraham
113	hundred	NamphriBugun	Bugun	HUNDRED	1634	vindʒe	vindʒe	Abraham
115	husband	WanghoBugun	Bugun	HUSBAND	1200	aje	aje	Abraham
115	husband	BichomBugun	Bugun	HUSBAND	1200	ge	ge	Abraham
115	husband	SingchungBugun	Bugun	HUSBAND	1200	age	age	Abraham
115	husband	KaspiBugun	Bugun	HUSBAND	1200	ɲige	ɲige	Abraham
115	husband	NamphriBugun	Bugun	HUSBAND	1200	ge	ge	Abraham
118	knee	WanghoBugun	Bugun	KNEE	1371	lakijuŋ	lakijuŋ	Abraham
118	knee	BichomBugun	Bugun	KNEE	1371	ləspau	ləspau	Abraham
118	knee	SingchungBugun	Bugun	KNEE	1371	ləspau	ləspau	Abraham
118	knee	KaspiBugun	Bugun	KNEE	1371	lagijoŋ	lagijoŋ	Abraham
118	knee	NamphriBugun	Bugun	KNEE	1371	lagijoŋ	lagijoŋ	Abraham
119	knife (tocutmeat)	WanghoBugun	Bugun	KNIFE	1352	metəkhui	met+ə+kʰui	Abraham
119	knife (tocutmeat)	BichomBugun	Bugun	KNIFE	1352	məkhui	məkʰui	Abraham
119	knife (tocutmeat)	SingchungBugun	Bugun	KNIFE	1352	mədəkhui	mədəkʰui	Abraham
119	knife (tocutmeat)	KaspiBugun	Bugun	KNIFE	1352	məkhui	məkʰui	Abraham
119	knife (tocutmeat)	NamphriBugun	Bugun	KNIFE	1352	mədəkhui	mədəkʰui	Abraham
120	leaf	WanghoBugun	Bugun	LEAF	628	rap	rap	Abraham
120	leaf	BichomBugun	Bugun	LEAF	628	rap	rap	Abraham
120	leaf	SingchungBugun	Bugun	LEAF	628	erap	erap	Abraham
120	leaf	KaspiBugun	Bugun	LEAF	628	rap	rap	Abraham
120	leaf	NamphriBugun	Bugun	LEAF	628	rap	rap	Abraham
121	left	WanghoBugun	Bugun	LEFT	244	phavik	pʰavik	Abraham
121	left	BichomBugun	Bugun	LEFT	244	phavik	pʰavik	Abraham
121	left	SingchungBugun	Bugun	LEFT	244	phavik	pʰavik	Abraham
121	left	KaspiBugun	Bugun	LEFT	244	hazoi	hazoi	Abraham
121	left	NamphriBugun	Bugun	LEFT	244	phavik	pʰavik	Abraham
122	light (notheavy)	WanghoBugun	Bugun	LIGHT (WEIGHT)	1052	thou	tʰou	Abraham
122	light (notheavy)	BichomBugun	Bugun	LIGHT (WEIGHT)	1052	thou	tʰou	Abraham
122	light (notheavy)	SingchungBugun	Bugun	LIGHT (WEIGHT)	1052	tho	tho	Abraham
122	light (notheavy)	KaspiBugun	Bugun	LIGHT (WEIGHT)	1052	thou	tʰou	Abraham
122	light (notheavy)	NamphriBugun	Bugun	LIGHT (WEIGHT)	1052	nəthou	nətʰou	Abraham
126	long	WanghoBugun	Bugun	LONG	1203	ephijam	epʰijam	Abraham
126	long	BichomBugun	Bugun	LONG	1203	phijaŋ	pʰijaŋ	Abraham
126	long	SingchungBugun	Bugun	LONG	1203	phijaŋ	pʰijaŋ	Abraham
126	long	KaspiBugun	Bugun	LONG	1203	phijaŋ	pʰijaŋ	Abraham
126	long	NamphriBugun	Bugun	LONG	1203	ephijam	epʰijam	Abraham
127	man	WanghoBugun	Bugun	MALE PERSON	2106	bəfəə	b+f+ː	Abraham
127	man	BichomBugun	Bugun	MALE PERSON	2106	bəfəə	b+f+ː	Abraham
127	man	SingchungBugun	Bugun	MALE PERSON	2106	bəfəə	b+f+ː	Abraham
127	man	KaspiBugun	Bugun	MALE PERSON	2106	bran	bran	Abraham
127	man	NamphriBugun	Bugun	MALE PERSON	2106	bran	bran	Abraham
129	many	WanghoBugun	Bugun	MANY	1198	mənau	mənau	Abraham
129	many	BichomBugun	Bugun	MANY	1198	badʒa; pamei	pamei	Abraham
129	many	SingchungBugun	Bugun	MANY	1198	bame	bame	Abraham
129	many	KaspiBugun	Bugun	MANY	1198	mənau	mənau	Abraham
129	many	NamphriBugun	Bugun	MANY	1198	badʒo; məno	məno	Abraham
130	meat	WanghoBugun	Bugun	MEAT	634	epije	epije	Abraham
130	meat	BichomBugun	Bugun	MEAT	634	ebije	ebije	Abraham
130	meat	SingchungBugun	Bugun	MEAT	634	epije	epije	Abraham
130	meat	KaspiBugun	Bugun	MEAT	634	məbi	məbi	Abraham
130	meat	NamphriBugun	Bugun	MEAT	634	ebei	+b+i	Abraham
135	moon	WanghoBugun	Bugun	MOON	1313	habije	habije	Abraham
135	moon	BichomBugun	Bugun	MOON	1313	habije	habije	Abraham
135	moon	SingchungBugun	Bugun	MOON	1313	habije	habije	Abraham
135	moon	KaspiBugun	Bugun	MOON	1313	habije	habije	Abraham
135	moon	NamphriBugun	Bugun	MOON	1313	habije	habije	Abraham
136	morning	WanghoBugun	Bugun	MORNING	1339	hamijaŋ	hamijaŋ	Abraham
136	morning	BichomBugun	Bugun	MORNING	1339	hamijaŋ	hamijaŋ	Abraham
136	morning	SingchungBugun	Bugun	MORNING	1339	hamijaŋ	hamijaŋ	Abraham
136	morning	KaspiBugun	Bugun	MORNING	1339	hamijaŋ	hamijaŋ	Abraham
136	morning	NamphriBugun	Bugun	MORNING	1339	hamijaŋ	hamijaŋ	Abraham
137	mosquito	WanghoBugun	Bugun	MOSQUITO	1509	tʃikitʃoŋ	tʃ+iki+tʃoŋ	Abraham
137	mosquito	BichomBugun	Bugun	MOSQUITO	1509	tʃikitʃoŋ	tʃ+iki+tʃoŋ	Abraham
137	mosquito	SingchungBugun	Bugun	MOSQUITO	1509	tʃikitʃoŋ	tʃ+iki+tʃoŋ	Abraham
137	mosquito	KaspiBugun	Bugun	MOSQUITO	1509	mədʒou	m+ə+dʒu	Abraham
137	mosquito	NamphriBugun	Bugun	MOSQUITO	1509	tʃikdʒoŋ	tʃikdʒoŋ	Abraham
138	mother	WanghoBugun	Bugun	MOTHER	1216	amua	amu/wa	Abraham
